sex,race,y_true,y_prob,y_pred
Male,Other,0,0.033955455,0
Female,White,0,0.0015768094,0
Male,White,1,0.2972843,0
Male,White,0,0.2542377,0
Male,White,0,0.16589098,0
Male,White,0,0.005303269,0
Female,White,0,0.000563135,0
Male,White,0,0.27253455,0
Female,White,0,0.49178565,0
Male,White,1,0.4355548,0
Female,White,0,0.13440003,0
Male,White,1,0.039597526,0
Female,White,0,0.023230193,0
Male,White,1,0.45872307,0
Male,Asian-Pac-Islander,0,0.54125834,1
Male,White,0,0.052970283,0
Male,White,0,0.0010814437,0
Male,White,0,0.00069603126,0
Male,White,1,0.25662395,0
Female,White,1,0.5748134,1
Female,White,0,0.011447258,0
Male,White,0,0.030332623,0
Male,White,0,0.067730464,0
Male,White,0,0.0053086644,0
Male,White,1,0.35989505,0
Male,White,0,0.1038228,0
Male,White,1,0.6154708,1
Male,Black,0,0.09571426,0
Female,White,0,0.062074643,0
Male,White,0,0.060071103,0
Male,White,0,0.0036199358,0
Male,White,0,0.72061515,1
Male,White,0,0.025903212,0
Female,White,0,0.0029942493,0
Male,White,1,0.700513,1
Female,White,1,0.009225168,0
Male,White,0,0.34753382,0
Male,White,0,0.2990338,0
Male,White,1,0.061264362,0
Male,White,0,0.83213925,1
Male,White,0,0.28901044,0
Male,White,0,0.19013548,0
Male,White,0,0.044585858,0
Female,Black,0,0.6898191,1
Male,White,0,0.0017074583,0
Female,White,0,0.00041229487,0
Female,Black,0,0.0018842537,0
Female,White,0,0.35590634,0
Male,White,1,0.7498838,1
Male,White,1,0.46348017,0
Female,Black,1,0.70832485,1
Male,White,0,0.07735338,0
Male,White,0,0.18184885,0
Male,Black,0,0.4076386,0
Male,White,0,0.04150453,0
Female,White,0,0.011710386,0
Female,White,0,0.16935721,0
Male,Amer-Indian-Eskimo,0,0.09140927,0
Female,White,0,0.009621427,0
Female,White,0,0.008668307,0
Female,White,0,0.051511325,0
Male,White,1,0.61398447,1
Male,White,0,0.35983673,0
Female,White,0,0.010675889,0
Female,White,0,0.004736371,0
Male,White,0,0.118104436,0
Male,White,0,0.0035049485,0
Male,White,0,0.5295505,1
Female,Black,1,0.61016023,1
Female,White,0,0.0041624852,0
Male,White,0,0.11632993,0
Female,White,0,0.06050964,0
Female,Black,0,0.013738913,0
Female,White,0,0.0009684533,0
Male,White,0,0.0019430177,0
Male,White,0,0.4840531,0
Male,White,1,0.9617806,1
Male,White,1,0.6441685,1
Male,White,1,0.8737097,1
Male,White,1,0.41926125,0
Male,White,0,0.04369735,0
Male,White,0,0.67790025,1
Female,White,1,0.059788894,0
Male,White,0,0.10897355,0
Male,White,0,0.0250103,0
Male,White,0,0.27857536,0
Male,White,0,0.008410802,0
Male,White,0,0.078893125,0
Male,White,0,0.26082274,0
Male,White,0,0.015331465,0
Male,White,0,0.0028310542,0
Male,White,1,0.37448186,0
Male,White,0,0.00037768317,0
Male,White,0,0.0036682594,0
Male,White,0,0.005756149,0
Male,Black,0,0.0008373563,0
Female,White,0,0.0019911153,0
Male,White,0,0.012542664,0
Male,Black,0,0.09741225,0
Male,White,1,0.4447529,0
Male,White,0,0.06676867,0
Female,Black,0,0.005511022,0
Male,White,0,0.0072555235,0
Female,Black,0,0.09736211,0
Male,White,0,0.055476557,0
Male,White,0,0.8126827,1
Female,White,0,0.05735662,0
Male,White,0,0.6646326,1
Male,White,0,0.2128545,0
Male,White,0,0.0001378711,0
Male,White,1,0.3627548,0
Female,White,0,0.0027159243,0
Female,White,0,0.0065775993,0
Male,White,0,0.71302044,1
Female,White,1,0.50507045,1
Male,White,1,0.3864005,0
Female,White,0,0.0039732396,0
Female,White,0,0.007906645,0
Male,White,0,0.10407682,0
Male,White,0,0.75545484,1
Male,Black,0,0.017789528,0
Male,White,0,0.0020220878,0
Female,White,0,0.0068108006,0
Female,White,0,0.26094046,0
Male,White,0,0.24064755,0
Male,White,0,0.05723963,0
Male,White,1,0.50581783,1
Female,White,0,0.091506876,0
Male,White,0,0.15394968,0
Female,White,0,0.010723001,0
Male,White,0,0.21943395,0
Male,White,0,0.025131162,0
Female,White,0,0.0141039295,0
Female,White,0,0.029624851,0
Male,White,0,0.17919423,0
Male,White,0,0.014158549,0
Male,White,0,0.011202514,0
Male,White,0,0.104542166,0
Male,White,0,0.22110242,0
Female,White,0,0.0014250835,0
Male,White,0,0.6957309,1
Female,White,0,0.0015203964,0
Female,White,0,0.0002391274,0
Male,White,0,0.33229634,0
Female,White,0,0.00043700373,0
Male,White,0,0.0033050675,0
Male,White,0,0.64881885,1
Male,White,1,0.6070175,1
Female,White,0,0.041028954,0
Male,White,0,0.1951211,0
Female,White,0,0.17734021,0
Male,White,0,0.13920195,0
Male,Asian-Pac-Islander,0,0.016120063,0
Male,White,0,0.24361601,0
Female,Black,0,0.09910212,0
Male,White,0,0.0032152247,0
Male,White,0,0.0027001759,0
Male,White,1,0.83614063,1
Female,White,0,0.001204361,0
Male,White,0,0.39455947,0
Female,White,0,0.004884979,0
Male,White,0,0.8349618,1
Male,White,0,0.06320266,0
Male,White,0,0.25382718,0
Female,White,0,0.002212885,0
Female,White,0,0.00043484475,0
Male,White,0,0.000325349,0
Male,Black,0,0.24447252,0
Male,White,0,0.2464115,0
Female,White,0,0.00217446,0
Male,Asian-Pac-Islander,0,0.0020523376,0
Male,White,1,0.25662395,0
Male,White,0,0.591012,1
Male,White,1,1.0,1
Female,Black,0,0.00093744555,0
Male,White,0,0.0322244,0
Male,White,0,0.2017188,0
Male,White,1,0.46374962,0
Male,White,0,0.3014508,0
Male,White,0,0.004168166,0
Female,White,0,0.013023112,0
Male,White,0,0.012062817,0
Female,White,1,0.9256181,1
Female,White,0,0.0034794093,0
Female,White,0,0.042267434,0
Female,Black,0,0.0013372146,0
Male,White,0,0.027615862,0
Male,White,0,0.19509998,0
Male,White,0,0.0052232547,0
Female,Asian-Pac-Islander,0,0.013646619,0
Male,White,1,0.30040202,0
Female,White,1,0.49431527,0
Male,White,0,0.0037191387,0
Male,White,0,0.3921031,0
Female,White,0,0.03971156,0
Female,White,0,0.035306297,0
Female,White,0,0.3630686,0
Male,White,1,0.575419,1
Female,White,0,0.016710326,0
Male,White,0,0.39865986,0
Male,White,0,0.20963307,0
Male,Black,1,0.058067627,0
Male,White,0,0.20708595,0
Male,White,0,0.13449682,0
Male,White,1,0.74348533,1
Male,White,0,0.7486663,1
Male,Other,0,0.110658236,0
Female,White,0,0.00032857366,0
Male,White,0,0.11948576,0
Female,Other,0,0.007009116,0
Female,Other,0,0.00066068926,0
Male,White,1,0.30013812,0
Male,White,0,0.11987148,0
Female,White,0,0.000234325,0
Male,Black,0,0.21218699,0
Male,White,0,0.041159168,0
Female,White,0,0.042759772,0
Male,White,1,0.23677012,0
Male,White,0,0.2171687,0
Male,White,0,0.00461605,0
Male,White,1,0.70762837,1
Male,White,0,0.14535105,0
Male,White,0,0.34309077,0
Male,White,0,0.11297698,0
Male,White,0,0.35491395,0
Male,White,1,0.22823119,0
Male,White,1,0.8903682,1
Male,White,0,0.0030826943,0
Male,White,0,0.008070176,0
Male,White,0,0.0048699006,0
Male,White,0,0.11371754,0
Male,Black,0,0.001363306,0
Male,White,0,0.0014037444,0
Female,White,0,0.002193507,0
Male,White,0,0.15866224,0
Male,White,0,0.440096,0
Male,Black,1,0.8379239,1
Male,White,1,0.38834333,0
Male,White,1,0.7952818,1
Male,White,0,0.04614192,0
Female,Black,0,0.01840175,0
Male,Other,0,0.04393985,0
Male,White,1,0.35456935,0
Male,White,0,0.34787408,0
Female,White,1,0.41421738,0
Male,White,0,0.72025955,1
Male,White,1,0.7328539,1
Male,White,0,0.7638445,1
Male,White,1,0.5082397,1
Male,White,1,0.18225764,0
Male,White,1,0.86522067,1
Male,White,1,0.69208634,1
Male,White,0,0.08832194,0
Male,White,1,0.4672112,0
Male,White,0,0.006167689,0
Male,White,0,0.03614402,0
Male,White,0,0.13190173,0
Male,White,0,0.35828054,0
Male,White,0,0.005695845,0
Male,White,1,0.94458103,1
Female,White,0,0.10645877,0
Male,White,0,0.88468075,1
Male,White,0,0.5222618,1
Male,Black,0,0.03197462,0
Female,White,0,0.014917551,0
Female,White,0,0.0008492784,0
Male,White,0,0.22159053,0
Male,Other,0,0.078015506,0
Male,Other,0,0.00055848947,0
Male,White,1,0.807315,1
Male,White,0,0.00089947385,0
Male,White,1,0.3088606,0
Male,White,0,0.0010971479,0
Male,Black,1,0.9858738,1
Female,White,0,0.37381452,0
Male,White,0,0.23658434,0
Female,White,0,0.4032523,0
Male,White,0,0.10750664,0
Female,White,0,0.00026752206,0
Female,White,0,0.009285789,0
Male,White,0,0.06417295,0
Male,White,0,0.31231543,0
Female,Black,0,0.014585423,0
Male,White,0,0.2123371,0
Female,White,0,0.14899057,0
Male,White,0,5.151742e-05,0
Female,Black,0,0.0014839557,0
Male,White,0,0.012214384,0
Male,White,1,0.99120843,1
Male,White,0,0.05422412,0
Female,White,0,0.0006088629,0
Male,White,0,0.117853746,0
Male,White,0,0.0007594701,0
Male,White,0,0.002432603,0
Male,Black,0,0.0063291495,0
Female,White,0,0.006193072,0
Female,White,0,0.00037964093,0
Female,White,0,0.06249382,0
Female,White,0,0.010884206,0
Male,White,0,0.34638497,0
Male,White,1,0.5295505,1
Female,White,0,0.00019947505,0
Female,White,0,0.0014579599,0
Male,White,0,0.47555685,0
Male,White,1,0.74613047,1
Male,White,0,0.006231244,0
Male,White,0,0.01814239,0
Male,White,0,0.005640029,0
Male,White,1,0.0025671234,0
Female,White,0,0.032841437,0
Male,White,1,0.62657404,1
Male,White,1,0.7888491,1
Female,White,0,0.01708149,0
Female,Black,0,0.320233,0
Male,White,0,0.11027219,0
Male,White,1,0.6260164,1
Female,White,0,0.0017399654,0
Male,White,0,0.0022394962,0
Female,White,0,0.001909477,0
Female,White,0,0.08513017,0
Male,White,1,0.35491395,0
Female,Amer-Indian-Eskimo,0,0.36524436,0
Female,White,0,0.015092519,0
Male,White,0,0.020261392,0
Male,White,1,0.6234311,1
Male,White,0,0.12517743,0
Male,White,0,0.123478256,0
Male,White,1,0.3172602,0
Male,White,0,0.0005223615,0
Female,White,0,0.0009837014,0
Male,White,1,0.47858262,0
Male,White,1,0.793123,1
Male,White,1,0.28910562,0
Male,White,0,0.08549577,0
Male,White,0,0.36887035,0
Male,Asian-Pac-Islander,1,0.8020962,1
Female,White,0,0.016796598,0
Female,White,0,0.036921754,0
Female,White,0,0.0313413,0
Female,White,0,0.0002427098,0
Male,White,1,0.8489629,1
Male,White,0,0.00020246427,0
Male,White,0,0.18008742,0
Male,White,0,0.072407,0
Female,Black,0,0.008092259,0
Male,White,0,0.48323807,0
Female,White,1,0.20186524,0
Male,White,1,0.28816614,0
Female,White,0,0.007565314,0
Male,White,1,0.6671903,1
Male,White,1,0.4445497,0
Male,White,0,0.5298555,1
Female,Asian-Pac-Islander,1,0.61785036,1
Male,White,0,0.17042978,0
Male,White,0,0.28745535,0
Female,White,0,0.1524422,0
Female,Black,0,0.0018422997,0
Female,White,0,0.00205068,0
Male,White,1,0.5622016,1
Female,White,1,0.060347628,0
Male,White,0,0.59688413,1
Female,Black,0,0.0040742783,0
Female,White,0,0.07958808,0
Male,White,0,0.10027499,0
Male,White,1,0.5248009,1
Female,Black,0,0.0030054958,0
Male,White,0,0.2736435,0
Male,White,1,0.77555084,1
Male,White,0,0.031809807,0
Male,White,0,0.41784486,0
Male,White,1,0.9269395,1
Male,White,0,0.2793263,0
Female,White,0,0.08496095,0
Female,White,1,0.15051673,0
Male,White,0,0.0028218937,0
Female,White,1,0.8309716,1
Male,White,1,0.592988,1
Male,Black,0,0.70300305,1
Male,Black,1,0.7028129,1
Male,White,0,0.040759526,0
Male,White,1,0.6948008,1
Male,White,1,0.676056,1
Male,White,0,0.04003499,0
Female,White,0,0.021830797,0
Male,White,1,0.9516932,1
Male,White,0,0.44443133,0
Male,White,0,0.5498308,1
Male,White,0,0.3994617,0
Male,White,0,0.06900872,0
Male,White,0,0.13185415,0
Female,White,0,0.015651839,0
Male,White,1,0.58848524,1
Female,White,0,0.060167436,0
Male,White,0,0.03396357,0
Female,White,0,0.0013827586,0
Male,White,0,0.001508698,0
Female,White,0,0.0017110228,0
Female,White,0,0.00029006126,0
Male,Black,0,0.33852795,0
Male,White,0,0.17283711,0
Female,Black,0,0.0011266613,0
Female,White,0,0.021520857,0
Male,White,0,0.0034449035,0
Male,White,1,0.7940823,1
Male,Black,0,0.0024896981,0
Male,Black,0,0.060561907,0
Male,Asian-Pac-Islander,0,0.2999528,0
Female,Black,0,0.25135222,0
Male,White,0,0.08096167,0
Male,White,1,0.04171276,0
Male,White,0,0.06988991,0
Male,White,0,0.20908426,0
Female,White,0,0.0020891202,0
Male,White,1,1.0,1
Male,Other,0,0.0111425435,0
Male,White,0,0.0058432017,0
Female,Black,0,0.037274208,0
Female,White,0,0.071986064,0
Female,White,0,0.0038663542,0
Male,White,0,0.17185697,0
Male,White,0,0.67122865,1
Male,White,1,0.2988718,0
Male,White,0,0.06757659,0
Male,White,0,0.007286932,0
Female,White,0,0.10536041,0
Male,White,0,0.67010915,1
Male,White,0,0.028764997,0
Female,White,0,0.0004920747,0
Male,White,0,0.176983,0
Female,White,0,0.0049976087,0
Male,Black,0,0.10772933,0
Male,Black,0,0.20318475,0
Female,White,1,0.7005913,1
Male,White,1,0.24290453,0
Female,White,0,0.24576156,0
Male,White,0,0.0017849887,0
Female,White,0,0.058753863,0
Male,White,0,0.10459495,0
Male,White,0,0.120879106,0
Female,White,0,0.21720555,0
Male,White,1,0.18137157,0
Male,White,0,0.13967256,0
Male,White,0,0.33232692,0
Female,Black,0,0.0004586914,0
Female,Black,0,0.003264005,0
Male,White,0,0.015871653,0
Male,White,0,0.38140425,0
Female,White,1,0.2517163,0
Male,White,0,0.0027620487,0
Female,White,1,0.79353416,1
Male,White,1,0.55454326,1
Male,White,1,0.6431618,1
Male,Asian-Pac-Islander,0,0.05877546,0
Male,White,0,0.0011584177,0
Female,Asian-Pac-Islander,0,0.09304466,0
Male,White,1,1.0,1
Male,White,0,0.16277488,0
Male,White,1,0.4531775,0
Female,White,0,0.019956246,0
Male,Asian-Pac-Islander,0,0.09406561,0
Male,White,0,0.5136623,1
Male,White,0,0.5200552,1
Female,White,0,0.21065082,0
Female,White,0,0.009404968,0
Female,White,1,0.22768682,0
Female,White,0,0.53704107,1
Male,White,0,0.27454033,0
Male,White,0,0.07248626,0
Male,White,0,0.26118314,0
Female,White,0,0.017924562,0
Female,White,1,0.41224104,0
Male,White,0,0.006050435,0
Male,White,0,0.03241392,0
Female,White,0,0.26094052,0
Male,White,0,0.24483798,0
Female,White,1,0.5356022,1
Female,White,0,0.0027247907,0
Female,White,0,0.0005800112,0
Male,White,0,0.3050282,0
Female,Asian-Pac-Islander,0,0.054841053,0
Male,White,0,0.08606499,0
Female,Black,0,0.0005492058,0
Male,White,1,0.9753843,1
Male,White,1,0.5453154,1
Female,White,0,0.007571234,0
Female,White,0,0.09512379,0
Male,White,0,0.018705672,0
Female,White,0,0.004137195,0
Male,Asian-Pac-Islander,0,0.00674976,0
Male,Black,0,0.0036656656,0
Female,Other,0,0.0012381593,0
Male,White,0,0.49809936,0
Male,White,0,0.27694246,0
Male,White,0,0.0039757956,0
Female,White,0,0.0022085765,0
Female,Black,0,0.0034445138,0
Male,White,1,0.6394902,1
Male,White,0,0.04575494,0
Male,White,1,0.8965631,1
Male,White,0,0.18049791,0
Male,White,0,0.31370452,0
Male,White,0,0.21639906,0
Female,White,0,0.024128372,0
Male,White,0,0.00027630143,0
Female,Black,0,0.011035187,0
Female,White,0,0.18512979,0
Female,White,0,0.016456185,0
Male,White,0,0.012419801,0
Male,White,0,0.00056965044,0
Female,White,0,0.08165201,0
Female,White,0,0.09063917,0
Male,White,0,0.0056264917,0
Male,White,0,0.074586086,0
Male,Asian-Pac-Islander,1,0.92944026,1
Male,White,1,0.7351361,1
Female,White,0,0.12279657,0
Male,White,0,0.0006110668,0
Male,White,1,0.5529245,1
Male,Asian-Pac-Islander,0,0.008437464,0
Female,White,0,0.10349597,0
Female,White,0,0.008519927,0
Male,White,1,0.7567762,1
Male,White,0,0.49721363,0
Male,White,0,0.0027143983,0
Male,Other,0,0.005450735,0
Male,White,0,0.013368795,0
Male,White,0,0.056192514,0
Male,White,0,0.00012979656,0
Female,White,0,0.0006011735,0
Male,White,1,0.38935935,0
Male,White,1,0.33361593,0
Female,White,0,0.019018842,0
Male,White,1,0.38860327,0
Male,Black,0,0.1328215,0
Male,White,0,0.39740634,0
Female,White,0,0.74374044,1
Male,White,0,0.08351645,0
Male,White,1,0.9432498,1
Female,White,0,0.023250176,0
Male,White,0,0.51592267,1
Male,White,1,0.58847094,1
Male,White,0,0.13540584,0
Female,Black,0,0.0004584027,0
Female,White,1,0.5223576,1
Male,White,0,0.00084895873,0
Male,White,0,0.00055268215,0
Male,White,1,0.7164959,1
Male,Black,0,0.018569186,0
Female,White,0,0.0012250055,0
Male,White,0,0.33392757,0
Male,White,0,0.22170635,0
Male,White,0,0.08332877,0
Male,White,0,0.3104126,0
Female,Black,0,0.00013829074,0
Male,White,0,0.27632987,0
Female,White,1,0.91223264,1
Male,White,1,0.52287066,1
Female,White,0,0.0113590155,0
Male,White,0,0.01489944,0
Male,Black,0,0.026263122,0
Male,White,1,0.8024539,1
Male,White,0,0.42863554,0
Male,White,1,0.36864626,0
Male,Black,0,0.00076255144,0
Male,White,0,0.30148992,0
Female,White,0,0.04716597,0
Male,White,0,0.39664713,0
Male,White,0,0.3972281,0
Male,White,0,0.29697722,0
Male,White,1,0.8034873,1
Male,White,0,0.002131721,0
Female,White,0,0.0006957093,0
Male,White,1,0.64979386,1
Male,Black,0,0.3694287,0
Male,White,0,0.0017342475,0
Male,White,1,0.46581188,0
Male,White,0,0.57339716,1
Female,White,0,0.00039981696,0
Female,White,0,0.119938046,0
Male,White,1,0.79944885,1
Male,White,1,0.83700633,1
Male,White,0,0.28455013,0
Female,White,0,0.0024503504,0
Female,White,1,0.5968951,1
Male,White,1,0.15480298,0
Male,White,0,0.4433106,0
Female,White,0,0.0054026553,0
Female,White,0,0.14861424,0
Female,White,0,0.020297749,0
Male,Black,1,0.5752182,1
Female,White,0,0.25001207,0
Female,White,0,0.045549415,0
Male,White,1,0.2789229,0
Male,White,0,0.0011414101,0
Female,Asian-Pac-Islander,0,0.024694404,0
Male,White,1,0.69813144,1
Male,Other,0,0.0015281592,0
Male,Black,0,0.012980804,0
Male,White,0,0.27087674,0
Male,White,0,0.02600587,0
Female,Black,0,0.0033377456,0
Male,White,0,0.18809278,0
Male,White,0,0.23334877,0
Male,White,0,0.5998912,1
Female,White,0,0.01563812,0
Female,White,0,0.001875797,0
Male,White,0,0.69663274,1
Male,White,0,0.60120875,1
Male,White,0,0.01125473,0
Male,White,0,0.1666766,0
Female,White,1,0.6437845,1
Male,White,0,0.023498297,0
Male,White,1,0.36976397,0
Male,White,0,0.2496798,0
Male,White,1,0.7878575,1
Female,Black,1,0.032896698,0
Female,White,0,0.02695622,0
Male,White,0,0.04025781,0
Male,White,0,0.2407551,0
Female,White,0,0.0064573893,0
Female,White,0,0.008217964,0
Male,White,0,0.0005539569,0
Male,White,0,0.006827423,0
Female,White,0,0.006810804,0
Male,White,0,0.00090094487,0
Male,White,0,0.47449806,0
Male,White,0,0.53702587,1
Female,Other,0,0.00028931748,0
Female,Black,0,0.004472297,0
Male,White,0,0.015259947,0
Female,White,1,0.7911247,1
Female,White,0,0.015875988,0
Female,White,0,0.1971823,0
Male,White,1,0.27921382,0
Male,White,1,0.7839272,1
Male,White,0,0.44085217,0
Male,White,0,0.05136194,0
Male,White,0,0.11552937,0
Male,White,1,0.527056,1
Female,White,0,8.306473e-05,0
Female,Asian-Pac-Islander,0,0.17360044,0
Male,White,1,0.9377846,1
Male,White,0,0.25207478,0
Male,White,1,0.76574373,1
Male,White,1,0.7860656,1
Male,Black,0,0.010428678,0
Female,White,0,0.34405482,0
Male,White,1,0.101756535,0
Female,White,0,0.013621167,0
Female,White,0,0.034553457,0
Male,White,0,0.00097014615,0
Male,White,0,0.0144293085,0
Male,White,0,0.11740851,0
Male,White,0,0.08262274,0
Male,Black,0,0.21943414,0
Male,White,0,0.2317094,0
Male,White,0,0.30022115,0
Male,Black,0,0.8265528,1
Female,White,0,0.02851546,0
Male,White,0,0.043612376,0
Male,White,0,0.5128489,1
Male,White,1,0.9292228,1
Female,White,0,0.10648796,0
Male,White,0,0.5187959,1
Male,White,0,0.092515185,0
Female,White,0,0.10079751,0
Male,White,0,0.0023912443,0
Male,White,1,0.42380664,0
Male,White,1,0.62351394,1
Male,White,1,0.42418456,0
Female,White,1,0.058633834,0
Male,White,0,0.0012277337,0
Male,White,1,0.56269157,1
Male,White,0,0.0018062684,0
Male,White,1,0.38661236,0
Male,White,1,0.87817526,1
Male,White,0,0.7004001,1
Female,White,0,0.018924342,0
Male,White,0,0.00043522334,0
Male,White,0,0.0050044,0
Male,White,0,0.4922929,0
Male,White,1,0.053882226,0
Male,White,0,0.01201753,0
Female,White,0,0.0025232516,0
Female,White,0,0.00068567,0
Male,White,1,0.851161,1
Female,White,0,0.045751326,0
Male,White,0,0.41517937,0
Female,White,0,0.00838523,0
Male,White,0,0.011115586,0
Male,White,0,0.0056012254,0
Male,White,1,0.3310373,0
Male,White,0,0.2857648,0
Female,White,0,0.00024045433,0
Male,White,0,0.0042022974,0
Male,White,0,0.23559496,0
Male,White,1,0.7279345,1
Female,White,0,0.00529723,0
Male,White,0,0.009516429,0
Male,White,0,0.25046074,0
Male,White,0,0.27552527,0
Male,White,0,0.19852316,0
Female,Black,0,0.004844079,0
Female,White,0,0.0021918963,0
Male,White,1,0.5694747,1
Male,White,1,0.4216558,0
Male,White,1,0.92161554,1
Male,White,0,0.09098279,0
Female,Asian-Pac-Islander,0,0.29772988,0
Male,White,0,0.106191374,0
Male,White,1,0.40003857,0
Male,White,0,0.2831429,0
Male,White,1,0.61642206,1
Male,White,1,0.9255074,1
Female,White,0,0.00084348774,0
Male,White,1,0.12997979,0
Male,White,0,0.19855876,0
Male,Black,0,0.07304592,0
Male,White,1,0.58379894,1
Male,White,1,0.44262943,0
Male,White,1,0.7140279,1
Male,White,0,0.5381317,1
Female,White,0,0.014483957,0
Male,White,1,1.0,1
Female,Black,0,0.0012599996,0
Female,Asian-Pac-Islander,0,0.6490729,1
Female,White,0,0.0030596722,0
Female,White,0,0.00010840365,0
Male,White,1,0.85381234,1
Male,White,1,0.8747326,1
Male,White,1,0.8382633,1
Female,Black,0,0.0012802518,0
Female,White,0,0.037281565,0
Male,Black,0,0.0011687757,0
Female,White,0,0.13781777,0
Male,White,0,0.0036667958,0
Male,White,1,0.4512968,0
Male,White,1,0.575419,1
Male,White,1,0.7463145,1
Male,White,0,0.024042847,0
Male,White,0,0.0067025227,0
Male,White,0,0.71362436,1
Male,White,0,0.10020996,0
Female,White,0,0.0024923084,0
Female,White,0,0.011743013,0
Male,White,0,0.07416652,0
Male,White,1,0.71547484,1
Male,White,0,0.36609745,0
Male,White,0,0.087694466,0
Male,White,1,0.066377014,0
Female,White,0,0.05562937,0
Female,Black,0,0.002586659,0
Male,White,1,0.57821214,1
Male,White,0,0.047172636,0
Female,White,0,0.0131558,0
Female,White,0,0.00029459092,0
Male,White,0,0.34895584,0
Male,White,1,0.7851882,1
Male,Asian-Pac-Islander,0,0.51868653,1
Female,White,0,0.04850761,0
Female,White,1,0.3251441,0
Female,White,0,0.12133294,0
Female,White,0,0.0019157305,0
Male,White,0,0.0012320653,0
Male,White,1,0.026393179,0
Female,White,0,0.00075847603,0
Male,White,0,0.0104356045,0
Male,White,1,0.63533497,1
Female,White,0,0.6289269,1
Male,White,0,0.08144511,0
Male,White,1,0.8224073,1
Male,White,0,0.0010626232,0
Female,White,0,0.0033592575,0
Male,White,0,0.4477649,0
Male,White,0,0.1462703,0
Male,White,0,0.50356233,1
Male,White,0,0.33742815,0
Female,White,0,0.001700239,0
Male,White,0,0.031641275,0
Male,White,0,0.27686697,0
Male,White,0,0.0001394696,0
Male,White,0,0.0004935285,0
Male,White,0,0.0007920834,0
Female,White,0,0.0010023086,0
Male,White,1,0.5906085,1
Female,White,0,0.29996198,0
Male,White,0,0.17403188,0
Male,Asian-Pac-Islander,0,0.019350784,0
Male,White,0,0.0017239508,0
Female,White,0,0.034342285,0
Female,White,0,0.010009673,0
Male,White,0,0.14121176,0
Male,White,0,0.022065224,0
Male,White,0,0.4747111,0
Male,White,0,0.006590168,0
Female,White,0,0.051810347,0
Male,White,0,0.001000789,0
Female,White,0,0.0026841636,0
Male,White,0,0.0018432259,0
Female,White,0,0.0021543722,0
Female,White,0,0.002985411,0
Male,White,1,0.86280215,1
Male,White,0,0.008615405,0
Male,White,1,0.7210635,1
Male,White,1,0.24048819,0
Female,White,0,0.004000434,0
Male,White,1,0.23970881,0
Male,White,0,0.06040056,0
Female,White,0,0.0048486753,0
Male,White,0,0.39078096,0
Female,White,0,0.03752976,0
Male,White,1,0.8865018,1
Male,White,0,0.030813769,0
Male,Black,1,0.02102913,0
Female,White,0,0.03152179,0
Female,White,0,0.0003482012,0
Male,White,1,0.85938025,1
Male,Black,0,0.14748654,0
Female,Black,0,0.0005392349,0
Female,White,1,0.23692001,0
Male,White,1,0.046332203,0
Male,White,0,0.008094527,0
Female,Black,0,0.0010133248,0
Male,White,0,0.01915204,0
Female,White,0,0.0028957746,0
Female,White,1,0.8658774,1
Male,White,0,0.28393307,0
Male,White,1,0.5130942,1
Male,White,0,0.006226695,0
Male,Black,0,0.0022789887,0
Female,White,1,1.0,1
Male,White,0,0.060530335,0
Female,White,0,0.18477212,0
Male,White,0,0.015725814,0
Male,White,0,0.0044634785,0
Male,White,0,0.0036673537,0
Male,White,0,0.29302934,0
Female,White,0,0.006296516,0
Male,White,0,0.17054676,0
Male,Asian-Pac-Islander,1,0.4591935,0
Male,White,0,0.050798204,0
Male,White,0,0.1636216,0
Male,White,0,0.07561348,0
Male,White,1,0.78118706,1
Female,White,1,0.20687136,0
Male,White,1,0.40237728,0
Female,White,0,0.7324929,1
Female,White,1,0.1427764,0
Male,White,0,0.62122256,1
Male,White,0,0.0042610983,0
Male,White,0,0.004905059,0
Male,White,0,0.009554249,0
Male,White,0,0.21701723,0
Male,White,0,0.5766938,1
Male,White,0,0.47953212,0
Male,White,1,0.80652094,1
Female,White,0,0.0008937193,0
Male,Black,0,0.023496298,0
Female,Black,1,0.5835263,1
Female,Black,0,0.0010104083,0
Male,White,0,0.48362932,0
Female,White,0,0.00061327574,0
Female,White,0,0.047193024,0
Male,White,0,0.002633168,0
Female,White,0,0.5087364,1
Female,White,0,0.12569425,0
Female,White,0,0.011124196,0
Female,White,0,0.005024823,0
Male,White,0,0.030262085,0
Female,White,0,0.00046758362,0
Male,White,0,0.6391549,1
Female,White,0,0.00029161322,0
Male,White,0,0.6981014,1
Male,White,0,0.07250594,0
Male,Asian-Pac-Islander,1,0.56968164,1
Male,White,1,0.642517,1
Female,White,0,0.0027300592,0
Male,Black,0,0.06355326,0
Male,White,1,0.6999779,1
Female,White,0,0.0005726674,0
Male,Black,1,0.92913264,1
Female,White,0,0.56342757,1
Male,White,0,0.01244572,0
Male,White,0,0.23243457,0
Male,White,0,0.00097483397,0
Female,White,0,0.00014716531,0
Female,Black,0,0.00047519777,0
Female,Black,0,0.5884883,1
Male,White,1,0.2707491,0
Male,White,1,0.3488265,0
Male,White,1,0.18705574,0
Female,White,0,0.031996716,0
Male,White,1,0.29512683,0
Female,White,1,0.6832024,1
Female,White,0,0.0035398365,0
Male,White,1,0.5121267,1
Male,White,0,0.081632845,0
Male,White,0,0.11190756,0
Male,White,0,0.14380549,0
